TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Masculino,Branca,Privada,622.6,645.1,759.8,558.0,920.0,PG incompleto,PG incompleto,4,Até R$19800,Nenhum,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Preta,Estadual,534.9,575.3,738.1,586.2,680.0,PG incompleto,PG incompleto,3,Até R$3300,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Branca,Privada,549.0,629.9,816.9,576.0,680.0,PG incompleto,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Dois,Dois,True,17.0
Feminino,Branca,Privada,544.6,422.3,440.0,545.4,280.0,ES incompleto,ES incompleto,3,Até R$7920,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,609.3,566.6,786.5,589.3,800.0,PG completo,PG completo,5,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Parda,Estadual,413.4,432.2,473.7,472.6,340.0,EM incompleto,ES incompleto,8,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,19.0
Masculino,Branca,Privada,569.3,613.7,474.1,530.4,440.0,PG incompleto,ES incompleto,5,Até R$6600,Um,Nenhum,Dois,Dois,True,18.0
Masculino,Branca,Privada,613.0,591.8,771.3,556.2,860.0,PG incompleto,PG incompleto,4,Até R$26400,Dois,Nenhum,Três,Dois,True,18.0
Feminino,Parda,Estadual,548.3,513.4,577.2,531.5,660.0,Nunca estudou,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Privada,601.9,571.2,675.1,570.3,740.0,ES incompleto,ES incompleto,2,Até R$19800,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,503.1,523.0,550.3,487.4,680.0,ES incompleto,PG incompleto,3,Até R$15840,Dois,Um,Três,Nenhum,True,18.0
Masculino,Preta,Estadual,493.4,470.7,487.2,445.8,640.0,ES incompleto,PG completo,2,Até R$3960,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Parda,Estadual,620.8,518.3,700.4,562.2,580.0,ES incompleto,PG completo,4,Até R$6600,Um,Um,Três,Um,True,18.0
Feminino,Parda,Privada,479.0,427.0,488.6,524.0,620.0,ES incompleto,PG completo,5,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Estadual,517.2,399.6,381.8,562.9,640.0,EM incompleto,EM incompleto,3,Até R$1320,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Estadual,0.0,508.2,381.2,389.3,480.0,PG incompleto,ES incompleto,4,Até R$3960,Um,Um,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,582.8,612.9,662.3,579.6,940.0,PG incompleto,PG incompleto,3,Até R$9240,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,576.7,412.9,499.0,581.8,700.0,EF-2 incompleto,EM incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,701.5,686.4,783.6,661.7,880.0,PG incompleto,ES incompleto,3,Até R$10560,Um,Nenhum,Três,Três,True,17.0
Masculino,Parda,Estadual,506.5,452.2,379.8,445.8,500.0,EM incompleto,EF-1 incompleto,10,Até R$1980,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,588.9,648.2,762.6,637.2,860.0,PG completo,PG completo,1,Até R$26400,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Parda,Estadual,617.8,506.0,673.5,539.7,540.0,ES incompleto,EF-2 incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,494.0,415.8,492.5,415.1,560.0,EM incompleto,EM incompleto,4,Até R$19800,Um,Dois,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,552.2,516.8,654.3,586.2,560.0,PG completo,PG completo,4,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Parda,Privada,558.8,515.6,678.6,526.3,700.0,EF-2 incompleto,EF-1 incompleto,5,Até R$1980,Nenhum,Nenhum,Nenhum,Nenhum,False,18.0
Feminino,Branca,Estadual,601.7,534.4,585.4,595.8,720.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,593.8,625.4,773.2,654.3,960.0,PG completo,PG completo,6,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Privada,527.1,404.5,444.6,508.7,560.0,ES incompleto,ES incompleto,5,Até R$7920,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,617.2,491.5,777.0,652.4,840.0,PG completo,PG completo,3,Até R$26400,Dois,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,713.4,719.7,902.3,684.2,980.0,PG incompleto,PG incompleto,5,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,428.5,432.2,398.0,442.0,780.0,ES incompleto,ES incompleto,3,Até R$3960,Um,Nenhum,Dois,Dois,True,18.0
Masculino,Parda,Estadual,529.3,459.9,352.8,421.8,580.0,ES incompleto,ES incompleto,5,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,552.9,484.5,587.1,509.1,640.0,PG completo,ES incompleto,4,Até R$5280,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Estadual,500.1,503.9,472.3,500.3,460.0,PG incompleto,PG completo,5,Até R$10560,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Preta,Estadual,472.0,450.4,523.2,551.6,460.0,ES incompleto,ES incompleto,4,Até R$1320,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,432.7,442.1,488.2,528.0,620.0,ES incompleto,ES incompleto,5,Até R$5280,Um,Um,Um,Dois,True,18.0
Feminino,Branca,Privada,606.5,642.4,620.7,563.0,840.0,PG completo,PG completo,5,Mais de R$26.400,Quatro ou mais,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Preta,Municipal,542.5,450.7,552.6,511.3,440.0,EM incompleto,ES incompleto,4,Até R$3300,Um,Um,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,520.6,454.6,522.3,501.5,460.0,ES incompleto,ES incompleto,5,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,550.7,458.9,435.7,533.4,720.0,ES incompleto,ES incompleto,4,Até R$6600,Um,Nenhum,Três,Um,True,18.0
Feminino,Preta,Estadual,509.7,468.6,453.2,464.7,700.0,EF-2 incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Privada,596.2,553.0,760.3,603.4,660.0,PG completo,PG completo,4,Até R$19800,Um,Nenhum,Dois,Dois,True,18.0
Masculino,Branca,Privada,591.2,590.1,719.4,585.8,520.0,PG incompleto,PG incompleto,4,Até R$10560,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Privada,508.8,537.7,641.2,519.7,620.0,ES incompleto,ES incompleto,4,Até R$10560,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Amarela,Privada,628.8,508.8,826.8,598.3,920.0,PG incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,447.4,496.4,489.7,539.2,400.0,PG incompleto,PG incompleto,5,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Privada,352.4,402.0,439.6,435.3,400.0,PG completo,PG completo,5,Até R$6600,Um,Um,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Preta,Estadual,618.2,352.0,751.1,649.8,760.0,EF-2 incompleto,PG completo,3,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,472.3,376.0,468.2,478.9,620.0,EF-2 incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,640.2,664.9,748.9,588.9,780.0,PG completo,PG completo,3,Até R$26400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,414.9,562.7,697.7,612.3,760.0,ES incompleto,PG completo,4,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,659.8,510.1,654.5,534.5,640.0,ES incompleto,ES incompleto,3,Até R$3300,Um,Um,Três,Nenhum,True,17.0
Feminino,Branca,Privada,624.8,473.6,610.5,598.5,860.0,PG incompleto,PG incompleto,4,Até R$13200,Nenhum,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Amarela,Privada,702.3,703.7,714.4,625.3,760.0,PG completo,PG incompleto,2,Até R$5280,Nenhum,Nenhum,Dois,Dois,True,17.0
Masculino,Parda,Estadual,554.5,576.5,554.2,496.2,840.0,ES incompleto,ES incompleto,3,Até R$3960,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,621.9,637.6,651.3,637.1,720.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Três,True,17.0
Feminino,Branca,Estadual,430.9,492.4,422.5,467.1,540.0,EM incompleto,ES incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Parda,Estadual,626.2,516.6,678.9,563.4,600.0,EF-2 incompleto,EF-2 incompleto,3,Até R$3300,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,590.4,573.7,670.0,591.8,520.0,ES incompleto,ES incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Preta,Federal,620.1,532.8,622.6,518.5,780.0,PG incompleto,ES incompleto,4,Até R$3300,Nenhum,Nenhum,Três,Um,True,19.0
Masculino,Branca,Privada,674.6,627.0,712.7,637.9,800.0,PG completo,PG incompleto,4,Até R$26400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Parda,Estadual,504.2,430.2,351.3,459.9,300.0,EM incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,685.9,636.1,658.9,630.1,800.0,PG completo,PG incompleto,2,Até R$11880,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Estadual,649.7,649.8,685.7,619.8,920.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Feminino,Branca,Privada,598.8,550.1,628.9,557.1,840.0,PG completo,PG completo,3,Até R$26400,Dois,Nenhum,Três,Quatro ou mais,True,17.0
Feminino,Branca,Municipal,615.0,494.0,637.1,490.3,660.0,EM incompleto,ES incompleto,2,Até R$1320,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,490.3,502.5,634.4,460.2,620.0,PG incompleto,PG incompleto,4,Até R$7920,Dois,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,647.3,511.6,675.6,599.5,740.0,PG completo,PG completo,5,Mais de R$26.400,Dois,Nenhum,Três,Quatro ou mais,True,18.0
Feminino,Branca,Estadual,531.8,480.6,644.9,510.2,520.0,ES incompleto,PG incompleto,2,Até R$3960,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Parda,Estadual,607.9,549.5,598.0,610.5,780.0,PG incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Parda,Privada,535.5,539.7,575.3,531.1,580.0,PG incompleto,PG completo,2,Até R$19800,Um,Nenhum,Dois,Um,True,17.0
Feminino,Parda,Estadual,366.6,441.7,492.4,442.0,520.0,EF-2 incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Branca,Estadual,577.8,490.8,576.0,575.9,600.0,ES incompleto,PG incompleto,3,Até R$5280,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,466.3,430.2,566.0,542.0,560.0,PG incompleto,ES incompleto,4,Até R$7920,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,571.6,583.3,599.4,598.2,760.0,EF-2 incompleto,EM incompleto,3,Até R$3300,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,508.5,454.2,536.4,466.6,620.0,EF-1 incompleto,EF-2 incompleto,7,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,613.0,439.2,593.0,471.3,720.0,ES incompleto,PG incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Estadual,728.6,653.3,745.2,649.3,720.0,ES incompleto,PG incompleto,2,Até R$5280,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,453.4,528.0,518.2,563.0,800.0,EF-2 incompleto,ES incompleto,3,Até R$2640,Um,Um,Três,Nenhum,True,17.0
Masculino,Parda,Privada,581.4,502.7,618.3,583.6,960.0,ES incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,641.3,452.1,639.4,613.0,760.0,ES incompleto,EM incompleto,3,Até R$1980,Um,Nenhum,Três,Um,True,18.0
Feminino,Amarela,Privada,643.7,589.4,715.0,663.3,700.0,PG incompleto,PG completo,4,Até R$7920,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Estadual,567.8,585.3,662.4,583.6,640.0,EM incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,554.7,591.3,657.3,619.3,740.0,ES incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Privada,598.0,483.8,617.8,578.5,580.0,ES incompleto,ES incompleto,4,Até R$13200,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,550.3,525.1,469.8,534.6,520.0,EM incompleto,EM incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,573.8,473.1,638.6,543.1,560.0,EM incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Três,Um,True,17.0
Feminino,Parda,Privada,593.8,583.1,710.1,584.8,880.0,PG incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,589.1,528.4,708.0,582.5,760.0,PG incompleto,PG incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Privada,554.8,534.8,637.1,526.6,840.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Quatro ou mais,True,17.0
Feminino,Branca,Privada,567.2,508.7,558.7,590.5,340.0,ES incompleto,PG incompleto,5,Até R$15840,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,391.5,385.2,352.3,452.6,560.0,EF-2 incompleto,ES incompleto,5,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,671.2,629.2,634.3,642.7,820.0,EM incompleto,ES incompleto,3,Até R$26400,Um,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Branca,Privada,548.3,490.5,549.4,544.3,700.0,ES incompleto,PG completo,4,Até R$11880,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,425.8,423.5,380.8,446.5,420.0,PG incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,464.3,560.1,426.6,496.1,600.0,ES incompleto,PG incompleto,4,Até R$6600,Dois,Um,Quatro ou mais,Dois,True,18.0
Feminino,Preta,Estadual,567.0,517.0,538.6,523.3,620.0,EM incompleto,EF-1 incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,False,18.0
Masculino,Parda,Estadual,566.6,399.6,540.7,538.2,580.0,ES incompleto,PG incompleto,4,Até R$2640,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Estadual,589.2,567.1,696.7,514.0,760.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Nenhum,Um,True,18.0
Masculino,Parda,Estadual,577.6,561.1,661.4,568.6,580.0,EM incompleto,EM incompleto,8,Nenhuma renda,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Privada,647.1,594.8,718.1,593.8,540.0,PG incompleto,PG incompleto,2,Até R$13200,Um,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,611.0,725.1,898.6,646.4,940.0,PG completo,PG completo,3,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Estadual,591.6,474.1,619.7,614.8,340.0,ES incompleto,ES incompleto,2,Até R$2640,Dois,Um,Três,Um,True,18.0
Masculino,Parda,Estadual,480.9,378.1,510.8,500.3,520.0,ES incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Dois,True,18.0
Masculino,Parda,Privada,553.4,524.1,651.2,576.5,660.0,ES incompleto,ES incompleto,5,Até R$6600,Um,Nenhum,Três,Um,True,18.0
Masculino,Parda,Privada,536.1,563.9,675.9,542.8,420.0,PG completo,PG completo,4,Até R$19800,Um,Nenhum,Dois,Três,True,17.0
Masculino,Preta,Privada,559.2,481.8,539.2,527.5,720.0,ES incompleto,PG incompleto,2,Até R$5280,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,739.0,603.3,805.7,690.6,920.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Um,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Parda,Estadual,510.9,466.2,498.5,448.5,580.0,PG incompleto,EM incompleto,5,Até R$5280,Nenhum,Nenhum,Quatro ou mais,Dois,True,19.0
Masculino,Preta,Privada,486.2,466.6,552.5,529.0,0.0,ES incompleto,ES incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,606.3,577.2,641.2,566.6,640.0,PG incompleto,PG incompleto,2,Mais de R$26.400,Um,Nenhum,Dois,Três,True,17.0
Masculino,Parda,Privada,565.0,486.9,655.1,587.3,900.0,PG incompleto,PG completo,4,Até R$9240,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,634.9,617.3,607.8,626.6,680.0,ES incompleto,EM incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,534.0,493.8,680.9,424.1,740.0,PG completo,PG completo,4,Até R$26400,Dois,Um,Quatro ou mais,Três,True,17.0
Masculino,Branca,Estadual,528.4,584.1,555.8,548.6,580.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,423.1,337.9,412.7,471.5,420.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Nenhum,True,19.0
Masculino,Parda,Estadual,356.1,416.7,407.3,321.8,440.0,ES incompleto,ES incompleto,5,Até R$3300,Três,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,484.7,0.0,0.0,484.0,560.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Estadual,594.7,520.2,545.3,584.7,580.0,PG incompleto,ES incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,648.0,569.6,722.5,599.3,940.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,564.1,475.8,639.4,555.8,560.0,EM incompleto,ES incompleto,3,Até R$3960,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,377.4,565.3,576.9,604.2,960.0,EM incompleto,EF-1 incompleto,5,Até R$1320,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,525.9,520.3,566.4,541.8,580.0,PG incompleto,ES incompleto,5,Até R$7920,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Privada,653.8,671.8,715.2,621.4,920.0,PG incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,549.2,490.3,565.3,575.7,540.0,EF-1 incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,561.4,551.8,700.9,583.3,740.0,PG completo,PG incompleto,5,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,572.5,581.2,629.3,525.9,640.0,EM incompleto,ES incompleto,2,Até R$7920,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,553.1,523.0,653.2,534.5,680.0,ES incompleto,PG completo,4,Até R$9240,Dois,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,519.3,468.8,561.6,531.3,900.0,EF-2 incompleto,EM incompleto,5,Até R$10560,Dois,Nenhum,Três,Nenhum,True,19.0
Masculino,Amarela,Privada,637.9,637.9,829.7,567.0,800.0,PG incompleto,PG incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Estadual,475.6,502.1,738.7,496.8,800.0,EF-2 incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,615.0,652.7,803.8,570.7,680.0,PG completo,PG incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,660.4,687.8,740.5,568.4,840.0,PG incompleto,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,519.5,533.3,564.8,604.2,640.0,PG completo,PG completo,4,Até R$15840,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Municipal,578.2,455.3,668.1,552.3,560.0,PG incompleto,PG completo,3,Até R$3960,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Estadual,479.5,378.3,435.1,536.3,380.0,EF-1 incompleto,EM incompleto,4,Até R$1980,Nenhum,Nenhum,Nenhum,Nenhum,True,18.0
Feminino,Branca,Privada,551.7,498.7,532.5,557.0,720.0,ES incompleto,PG incompleto,4,Até R$10560,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,576.3,487.1,650.7,617.0,380.0,EM incompleto,ES incompleto,3,Até R$3960,Nenhum,Um,Três,Um,True,18.0
Masculino,Branca,Privada,580.3,545.0,633.6,485.0,660.0,PG incompleto,PG incompleto,4,Até R$19800,Três,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Parda,Privada,605.8,558.8,660.2,528.9,920.0,PG completo,PG incompleto,4,Até R$9240,Um,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Privada,642.6,564.8,622.8,503.8,880.0,PG completo,ES incompleto,5,Até R$19800,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Estadual,493.4,553.3,644.1,543.1,560.0,ES incompleto,PG incompleto,7,Até R$1320,Dois,Um,Três,Dois,True,18.0
Feminino,Branca,Privada,383.5,345.4,507.6,513.3,640.0,EF-2 incompleto,PG completo,4,Até R$2640,Um,Nenhum,Um,Nenhum,True,18.0
Feminino,Parda,Estadual,580.5,560.5,380.3,522.5,620.0,ES incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,19.0
Feminino,Branca,Privada,565.6,466.2,493.4,493.0,540.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Estadual,382.5,436.3,337.9,350.0,460.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Um,Um,True,18.0
Masculino,Parda,Privada,572.4,626.4,696.8,584.0,840.0,EF-2 incompleto,ES incompleto,6,Até R$5280,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,552.4,425.5,572.7,591.0,600.0,PG completo,PG incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,558.5,484.0,406.7,601.3,560.0,ES incompleto,ES incompleto,3,Até R$9240,Nenhum,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,565.3,546.8,676.9,579.4,680.0,PG incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Estadual,455.5,457.8,515.7,484.9,600.0,EM incompleto,EM incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,604.5,570.9,485.6,602.7,640.0,ES incompleto,ES incompleto,3,Até R$9240,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,566.8,476.7,494.9,549.8,760.0,EF-2 incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Municipal,502.5,458.0,363.7,457.8,320.0,ES incompleto,ES incompleto,3,Até R$5280,Dois,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,633.8,632.2,731.2,653.5,880.0,EF-1 incompleto,ES incompleto,3,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,450.4,347.4,371.5,425.5,520.0,EM incompleto,EF-1 incompleto,8,Até R$1320,Nenhum,Nenhum,Nenhum,Nenhum,False,18.0
Feminino,Branca,Privada,455.9,473.5,620.1,376.9,340.0,PG completo,PG completo,2,Até R$3960,Nenhum,Nenhum,Dois,Nenhum,True,19.0
Feminino,Parda,Estadual,555.3,604.4,630.9,519.5,560.0,EF-2 incompleto,ES incompleto,6,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Estadual,473.4,416.5,485.5,414.4,440.0,ES incompleto,ES incompleto,4,Até R$1320,Um,Nenhum,Três,Dois,True,17.0
Feminino,Preta,Estadual,530.6,428.3,535.1,594.9,480.0,EF-1 incompleto,EF-1 incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Parda,Estadual,526.2,432.6,569.6,518.0,520.0,ES incompleto,ES incompleto,5,Até R$7920,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,644.9,557.4,637.8,607.7,680.0,ES incompleto,PG completo,5,Até R$7920,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,0.0,449.3,360.7,476.7,460.0,ES incompleto,ES incompleto,5,Até R$1980,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Privada,551.4,478.9,683.6,583.4,760.0,PG incompleto,PG incompleto,5,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,483.8,434.5,423.2,553.8,640.0,EF-2 incompleto,EM incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Parda,Privada,494.4,403.2,447.7,502.4,660.0,ES incompleto,EM incompleto,2,Até R$1980,Um,Nenhum,Dois,Nenhum,True,17.0
Masculino,Preta,Privada,614.0,551.4,528.4,585.1,640.0,PG completo,PG incompleto,4,Até R$13200,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
